CustomerID,Name,Age,Email,Phone,Purchase_Amount,Date,City
41,John,20,john@gmail.com,9876543210,9860,2023-01-01,Chennai
42,jane,54,JANE@gmail.com,123-456-7890,4100,01/02/2023,chennai
43,MIKE,68,mike@gmail.com,,5152,2023-03-01,CHENNAI
44,sarah,24,,9876543210,2838,,Mumbai
45,TOM,38,tom@gmail.com,555.555.5555,5832,2023-04-01,
46,John,26,john@gmail.com,9876543210,5487,2023-01-01,Chennai
47,jane,56,JANE@gmail.com,123-456-7890,8102,01/02/2023,chennai
48,MIKE,35,mike@gmail.com,,5636,2023-03-01,CHENNAI
49,sarah,21,,9876543210,4013,,Mumbai
50,TOM,42,tom@gmail.com,555.555.5555,1166,2023-04-01,
51,John,31,john@gmail.com,9876543210,7823,2023-01-01,Chennai
52,jane,67,JANE@gmail.com,123-456-7890,4480,01/02/2023,chennai
53,MIKE,26,mike@gmail.com,,4207,2023-03-01,CHENNAI
54,sarah,43,,9876543210,5826,,Mumbai
55,TOM,19,tom@gmail.com,555.555.5555,3473,2023-04-01,
56,John,37,john@gmail.com,9876543210,9045,2023-01-01,Chennai
57,jane,45,JANE@gmail.com,123-456-7890,2182,01/02/2023,chennai
58,MIKE,64,mike@gmail.com,,9067,2023-03-01,CHENNAI
59,sarah,24,,9876543210,6848,,Mumbai
60,TOM,61,tom@gmail.com,555.555.5555,9917,2023-04-01,
61,John,25,john@gmail.com,9876543210,517,2023-01-01,Chennai
62,jane,64,JANE@gmail.com,123-456-7890,8406,01/02/2023,chennai
63,MIKE,52,mike@gmail.com,,8908,2023-03-01,CHENNAI
64,sarah,31,,9876543210,4074,,Mumbai
65,TOM,34,tom@gmail.com,555.555.5555,3367,2023-04-01,
66,John,53,john@gmail.com,9876543210,925,2023-01-01,Chennai
67,jane,67,JANE@gmail.com,123-456-7890,7768,01/02/2023,chennai
68,MIKE,57,mike@gmail.com,,5845,2023-03-01,CHENNAI
69,sarah,21,,9876543210,9808,,Mumbai
70,TOM,19,tom@gmail.com,555.555.5555,512,2023-04-01,
71,John,23,john@gmail.com,9876543210,7643,2023-01-01,Chennai
72,jane,59,JANE@gmail.com,123-456-7890,7687,01/02/2023,chennai
73,MIKE,21,mike@gmail.com,,828,2023-03-01,CHENNAI
74,sarah,46,,9876543210,7264,,Mumbai
75,TOM,35,tom@gmail.com,555.555.5555,8967,2023-04-01,
76,John,43,john@gmail.com,9876543210,6088,2023-01-01,Chennai
77,jane,61,JANE@gmail.com,123-456-7890,2604,01/02/2023,chennai
78,MIKE,51,mike@gmail.com,,3067,2023-03-01,CHENNAI
79,sarah,27,,9876543210,2886,,Mumbai
80,TOM,53,tom@gmail.com,555.555.5555,1222,2023-04-01,
81,John,31,john@gmail.com,9876543210,4179,2023-01-01,Chennai
82,jane,48,JANE@gmail.com,123-456-7890,1671,01/02/2023,chennai
83,MIKE,65,mike@gmail.com,,5173,2023-03-01,CHENNAI
84,sarah,32,,9876543210,5204,,Mumbai
85,TOM,25,tom@gmail.com,555.555.5555,2243,2023-04-01,
86,John,31,john@gmail.com,9876543210,9979,2023-01-01,Chennai
87,jane,40,JANE@gmail.com,123-456-7890,6906,01/02/2023,chennai
88,MIKE,57,mike@gmail.com,,7457,2023-03-01,CHENNAI
89,sarah,38,,9876543210,3540,,Mumbai
90,TOM,33,tom@gmail.com,555.555.5555,3866,2023-04-01,
91,John,62,john@gmail.com,9876543210,5744,2023-01-01,Chennai
92,jane,35,JANE@gmail.com,123-456-7890,3014,01/02/2023,chennai
93,MIKE,64,mike@gmail.com,,5068,2023-03-01,CHENNAI
94,sarah,41,,9876543210,6017,,Mumbai
95,TOM,43,tom@gmail.com,555.555.5555,8887,2023-04-01,
96,John,42,john@gmail.com,9876543210,828,2023-01-01,Chennai
97,jane,62,JANE@gmail.com,123-456-7890,1465,01/02/2023,chennai
98,MIKE,58,mike@gmail.com,,4592,2023-03-01,CHENNAI
99,sarah,46,,9876543210,798,,Mumbai
100,TOM,32,tom@gmail.com,555.555.5555,7286,2023-04-01,
101,John,62,john@gmail.com,9876543210,495,2023-01-01,Chennai
102,jane,18,JANE@gmail.com,123-456-7890,7500,01/02/2023,chennai
103,MIKE,42,mike@gmail.com,,8182,2023-03-01,CHENNAI
104,sarah,24,,9876543210,4271,,Mumbai
105,TOM,26,tom@gmail.com,555.555.5555,4460,2023-04-01,
106,John,41,john@gmail.com,9876543210,2602,2023-01-01,Chennai
107,jane,18,JANE@gmail.com,123-456-7890,817,01/02/2023,chennai
108,MIKE,61,mike@gmail.com,,2882,2023-03-01,CHENNAI
109,sarah,25,,9876543210,5046,,Mumbai
110,TOM,41,tom@gmail.com,555.555.5555,5586,2023-04-01,
111,John,28,john@gmail.com,9876543210,8435,2023-01-01,Chennai
112,jane,68,JANE@gmail.com,123-456-7890,5080,01/02/2023,chennai
113,MIKE,34,mike@gmail.com,,7366,2023-03-01,CHENNAI
114,sarah,25,,9876543210,4591,,Mumbai
115,TOM,52,tom@gmail.com,555.555.5555,7292,2023-04-01,
116,John,52,john@gmail.com,9876543210,5688,2023-01-01,Chennai
117,jane,50,JANE@gmail.com,123-456-7890,7751,01/02/2023,chennai
118,MIKE,22,mike@gmail.com,,3736,2023-03-01,CHENNAI
119,sarah,59,,9876543210,1267,,Mumbai
120,TOM,56,tom@gmail.com,555.555.5555,1162,2023-04-01,
121,John,58,john@gmail.com,9876543210,2256,2023-01-01,Chennai
122,jane,45,JANE@gmail.com,123-456-7890,7960,01/02/2023,chennai
123,MIKE,24,mike@gmail.com,,5261,2023-03-01,CHENNAI
124,sarah,26,,9876543210,5405,,Mumbai
125,TOM,25,tom@gmail.com,555.555.5555,6641,2023-04-01,
126,John,29,john@gmail.com,9876543210,4829,2023-01-01,Chennai
127,jane,51,JANE@gmail.com,123-456-7890,9448,01/02/2023,chennai
128,MIKE,50,mike@gmail.com,,7430,2023-03-01,CHENNAI
129,sarah,65,,9876543210,5434,,Mumbai
130,TOM,40,tom@gmail.com,555.555.5555,9024,2023-04-01,
131,John,41,john@gmail.com,9876543210,4430,2023-01-01,Chennai
132,jane,54,JANE@gmail.com,123-456-7890,8110,01/02/2023,chennai
133,MIKE,52,mike@gmail.com,,6901,2023-03-01,CHENNAI
134,sarah,61,,9876543210,4946,,Mumbai
135,TOM,57,tom@gmail.com,555.555.5555,6831,2023-04-01,
136,John,39,john@gmail.com,9876543210,7341,2023-01-01,Chennai
137,jane,44,JANE@gmail.com,123-456-7890,1053,01/02/2023,chennai
138,MIKE,52,mike@gmail.com,,2639,2023-03-01,CHENNAI
139,sarah,18,,9876543210,7156,,Mumbai
140,TOM,52,tom@gmail.com,555.555.5555,1642,2023-04-01,
141,John,54,john@gmail.com,9876543210,5393,2023-01-01,Chennai
142,jane,64,JANE@gmail.com,123-456-7890,1291,01/02/2023,chennai
143,MIKE,31,mike@gmail.com,,6413,2023-03-01,CHENNAI
144,sarah,20,,9876543210,7038,,Mumbai
145,TOM,18,tom@gmail.com,555.555.5555,2781,2023-04-01,
146,John,22,john@gmail.com,9876543210,9509,2023-01-01,Chennai
147,jane,43,JANE@gmail.com,123-456-7890,1640,01/02/2023,chennai
148,MIKE,31,mike@gmail.com,,6272,2023-03-01,CHENNAI
149,sarah,56,,9876543210,5641,,Mumbai
150,TOM,44,tom@gmail.com,555.555.5555,9680,2023-04-01,
151,John,26,john@gmail.com,9876543210,1465,2023-01-01,Chennai
152,jane,32,JANE@gmail.com,123-456-7890,8791,01/02/2023,chennai
153,MIKE,32,mike@gmail.com,,9972,2023-03-01,CHENNAI
154,sarah,43,,9876543210,8802,,Mumbai
155,TOM,59,tom@gmail.com,555.555.5555,7594,2023-04-01,
156,John,30,john@gmail.com,9876543210,4412,2023-01-01,Chennai
157,jane,68,JANE@gmail.com,123-456-7890,1424,01/02/2023,chennai
158,MIKE,49,mike@gmail.com,,9447,2023-03-01,CHENNAI
159,sarah,56,,9876543210,3241,,Mumbai
160,TOM,66,tom@gmail.com,555.555.5555,7519,2023-04-01,
161,John,69,john@gmail.com,9876543210,3586,2023-01-01,Chennai
162,jane,49,JANE@gmail.com,123-456-7890,1910,01/02/2023,chennai
163,MIKE,21,mike@gmail.com,,6688,2023-03-01,CHENNAI
164,sarah,47,,9876543210,3023,,Mumbai
165,TOM,54,tom@gmail.com,555.555.5555,5401,2023-04-01,
166,John,40,john@gmail.com,9876543210,4286,2023-01-01,Chennai
167,jane,56,JANE@gmail.com,123-456-7890,9005,01/02/2023,chennai
168,MIKE,62,mike@gmail.com,,6077,2023-03-01,CHENNAI
169,sarah,32,,9876543210,4368,,Mumbai
170,TOM,60,tom@gmail.com,555.555.5555,4848,2023-04-01,
171,John,46,john@gmail.com,9876543210,4949,2023-01-01,Chennai
172,jane,53,JANE@gmail.com,123-456-7890,9535,01/02/2023,chennai
173,MIKE,30,mike@gmail.com,,3809,2023-03-01,CHENNAI
174,sarah,49,,9876543210,9373,,Mumbai
175,TOM,24,tom@gmail.com,555.555.5555,6719,2023-04-01,
176,John,68,john@gmail.com,9876543210,8747,2023-01-01,Chennai
177,jane,39,JANE@gmail.com,123-456-7890,9186,01/02/2023,chennai
178,MIKE,45,mike@gmail.com,,9676,2023-03-01,CHENNAI
179,sarah,19,,9876543210,3172,,Mumbai
180,TOM,59,tom@gmail.com,555.555.5555,6630,2023-04-01,
181,John,62,john@gmail.com,9876543210,604,2023-01-01,Chennai
182,jane,23,JANE@gmail.com,123-456-7890,1314,01/02/2023,chennai
183,MIKE,45,mike@gmail.com,,1631,2023-03-01,CHENNAI
184,sarah,45,,9876543210,7676,,Mumbai
185,TOM,61,tom@gmail.com,555.555.5555,923,2023-04-01,
186,John,61,john@gmail.com,9876543210,1028,2023-01-01,Chennai
187,jane,37,JANE@gmail.com,123-456-7890,5129,01/02/2023,chennai
188,MIKE,47,mike@gmail.com,,233,2023-03-01,CHENNAI
189,sarah,28,,9876543210,2205,,Mumbai
190,TOM,45,tom@gmail.com,555.555.5555,3727,2023-04-01,
191,John,42,john@gmail.com,9876543210,6416,2023-01-01,Chennai
192,jane,56,JANE@gmail.com,123-456-7890,1952,01/02/2023,chennai
193,MIKE,50,mike@gmail.com,,5010,2023-03-01,CHENNAI
194,sarah,18,,9876543210,4275,,Mumbai
195,TOM,44,tom@gmail.com,555.555.5555,5448,2023-04-01,
196,John,69,john@gmail.com,9876543210,9542,2023-01-01,Chennai
197,jane,30,JANE@gmail.com,123-456-7890,6290,01/02/2023,chennai
198,MIKE,58,mike@gmail.com,,1356,2023-03-01,CHENNAI
199,sarah,20,,9876543210,3476,,Mumbai
200,TOM,56,tom@gmail.com,555.555.5555,5745,2023-04-01,
201,John,23,john@gmail.com,9876543210,3586,2023-01-01,Chennai
202,jane,25,JANE@gmail.com,123-456-7890,3684,01/02/2023,chennai
203,MIKE,44,mike@gmail.com,,9688,2023-03-01,CHENNAI
204,sarah,26,,9876543210,8153,,Mumbai
205,TOM,54,tom@gmail.com,555.555.5555,3430,2023-04-01,
206,John,50,john@gmail.com,9876543210,2803,2023-01-01,Chennai
207,jane,68,JANE@gmail.com,123-456-7890,8762,01/02/2023,chennai
208,MIKE,59,mike@gmail.com,,8220,2023-03-01,CHENNAI
209,sarah,61,,9876543210,7214,,Mumbai
210,TOM,41,tom@gmail.com,555.555.5555,1453,2023-04-01,
211,John,32,john@gmail.com,9876543210,5163,2023-01-01,Chennai
212,jane,49,JANE@gmail.com,123-456-7890,8649,01/02/2023,chennai
213,MIKE,49,mike@gmail.com,,7675,2023-03-01,CHENNAI
214,sarah,41,,9876543210,767,,Mumbai
215,TOM,58,tom@gmail.com,555.555.5555,4568,2023-04-01,
216,John,69,john@gmail.com,9876543210,9437,2023-01-01,Chennai
217,jane,66,JANE@gmail.com,123-456-7890,6919,01/02/2023,chennai
218,MIKE,66,mike@gmail.com,,3819,2023-03-01,CHENNAI
219,sarah,69,,9876543210,2845,,Mumbai
220,TOM,29,tom@gmail.com,555.555.5555,7583,2023-04-01,
221,John,56,john@gmail.com,9876543210,639,2023-01-01,Chennai
222,jane,19,JANE@gmail.com,123-456-7890,5064,01/02/2023,chennai
223,MIKE,20,mike@gmail.com,,4935,2023-03-01,CHENNAI
224,sarah,66,,9876543210,3875,,Mumbai
225,TOM,54,tom@gmail.com,555.555.5555,6142,2023-04-01,
226,John,66,john@gmail.com,9876543210,7202,2023-01-01,Chennai
227,jane,34,JANE@gmail.com,123-456-7890,7412,01/02/2023,chennai
228,MIKE,66,mike@gmail.com,,5420,2023-03-01,CHENNAI
229,sarah,19,,9876543210,6232,,Mumbai
230,TOM,19,tom@gmail.com,555.555.5555,7991,2023-04-01,
231,John,45,john@gmail.com,9876543210,2879,2023-01-01,Chennai
232,jane,40,JANE@gmail.com,123-456-7890,1024,01/02/2023,chennai
233,MIKE,54,mike@gmail.com,,1681,2023-03-01,CHENNAI
234,sarah,49,,9876543210,7814,,Mumbai
235,TOM,50,tom@gmail.com,555.555.5555,3424,2023-04-01,
236,John,18,john@gmail.com,9876543210,5813,2023-01-01,Chennai
237,jane,36,JANE@gmail.com,123-456-7890,7126,01/02/2023,chennai
238,MIKE,19,mike@gmail.com,,355,2023-03-01,CHENNAI
239,sarah,61,,9876543210,4904,,Mumbai
240,TOM,43,tom@gmail.com,555.555.5555,1938,2023-04-01,
241,John,49,john@gmail.com,9876543210,109,2023-01-01,Chennai
242,jane,23,JANE@gmail.com,123-456-7890,2971,01/02/2023,chennai
243,MIKE,49,mike@gmail.com,,9089,2023-03-01,CHENNAI
244,sarah,21,,9876543210,7509,,Mumbai
245,TOM,28,tom@gmail.com,555.555.5555,7518,2023-04-01,
246,John,34,john@gmail.com,9876543210,5224,2023-01-01,Chennai
247,jane,55,JANE@gmail.com,123-456-7890,1115,01/02/2023,chennai
248,MIKE,41,mike@gmail.com,,2293,2023-03-01,CHENNAI
249,sarah,22,,9876543210,8515,,Mumbai
250,TOM,69,tom@gmail.com,555.555.5555,7549,2023-04-01,
251,John,51,john@gmail.com,9876543210,4258,2023-01-01,Chennai
252,jane,23,JANE@gmail.com,123-456-7890,4025,01/02/2023,chennai
253,MIKE,39,mike@gmail.com,,7070,2023-03-01,CHENNAI
254,sarah,28,,9876543210,7038,,Mumbai
255,TOM,65,tom@gmail.com,555.555.5555,4884,2023-04-01,
256,John,33,john@gmail.com,9876543210,4100,2023-01-01,Chennai
257,jane,50,JANE@gmail.com,123-456-7890,1733,01/02/2023,chennai
258,MIKE,26,mike@gmail.com,,7366,2023-03-01,CHENNAI
259,sarah,23,,9876543210,8802,,Mumbai
260,TOM,33,tom@gmail.com,555.555.5555,484,2023-04-01,
261,John,46,john@gmail.com,9876543210,504,2023-01-01,Chennai
262,jane,20,JANE@gmail.com,123-456-7890,8275,01/02/2023,chennai
263,MIKE,37,mike@gmail.com,,2100,2023-03-01,CHENNAI
264,sarah,53,,9876543210,9960,,Mumbai
265,TOM,36,tom@gmail.com,555.555.5555,6089,2023-04-01,
266,John,43,john@gmail.com,9876543210,1560,2023-01-01,Chennai
267,jane,20,JANE@gmail.com,123-456-7890,7290,01/02/2023,chennai
268,MIKE,36,mike@gmail.com,,7240,2023-03-01,CHENNAI
269,sarah,37,,9876543210,3736,,Mumbai
270,TOM,49,tom@gmail.com,555.555.5555,4909,2023-04-01,
271,John,24,john@gmail.com,9876543210,4278,2023-01-01,Chennai
272,jane,69,JANE@gmail.com,123-456-7890,7345,01/02/2023,chennai
273,MIKE,58,mike@gmail.com,,6700,2023-03-01,CHENNAI
274,sarah,50,,9876543210,6097,,Mumbai
275,TOM,57,tom@gmail.com,555.555.5555,2148,2023-04-01,
276,John,56,john@gmail.com,9876543210,4880,2023-01-01,Chennai
277,jane,35,JANE@gmail.com,123-456-7890,816,01/02/2023,chennai
278,MIKE,57,mike@gmail.com,,8039,2023-03-01,CHENNAI
279,sarah,18,,9876543210,5665,,Mumbai
280,TOM,28,tom@gmail.com,555.555.5555,4644,2023-04-01,
281,John,45,john@gmail.com,9876543210,5076,2023-01-01,Chennai
282,jane,42,JANE@gmail.com,123-456-7890,3519,01/02/2023,chennai
283,MIKE,67,mike@gmail.com,,7339,2023-03-01,CHENNAI
284,sarah,40,,9876543210,9866,,Mumbai
285,TOM,48,tom@gmail.com,555.555.5555,349,2023-04-01,
286,John,47,john@gmail.com,9876543210,8965,2023-01-01,Chennai
287,jane,59,JANE@gmail.com,123-456-7890,870,01/02/2023,chennai
288,MIKE,52,mike@gmail.com,,4463,2023-03-01,CHENNAI
289,sarah,24,,9876543210,1177,,Mumbai
290,TOM,33,tom@gmail.com,555.555.5555,8527,2023-04-01,
291,John,43,john@gmail.com,9876543210,8680,2023-01-01,Chennai
292,jane,65,JANE@gmail.com,123-456-7890,8001,01/02/2023,chennai
293,MIKE,69,mike@gmail.com,,4958,2023-03-01,CHENNAI
294,sarah,66,,9876543210,6644,,Mumbai
295,TOM,19,tom@gmail.com,555.555.5555,4819,2023-04-01,
296,John,18,john@gmail.com,9876543210,2914,2023-01-01,Chennai
297,jane,65,JANE@gmail.com,123-456-7890,3474,01/02/2023,chennai
298,MIKE,29,mike@gmail.com,,1352,2023-03-01,CHENNAI
299,sarah,22,,9876543210,7096,,Mumbai
300,TOM,54,tom@gmail.com,555.555.5555,4773,2023-04-01,
301,John,49,john@gmail.com,9876543210,4630,2023-01-01,Chennai
302,jane,26,JANE@gmail.com,123-456-7890,6981,01/02/2023,chennai
303,MIKE,58,mike@gmail.com,,7049,2023-03-01,CHENNAI
304,sarah,52,,9876543210,9621,,Mumbai
305,TOM,36,tom@gmail.com,555.555.5555,6341,2023-04-01,
306,John,65,john@gmail.com,9876543210,8117,2023-01-01,Chennai
307,jane,33,JANE@gmail.com,123-456-7890,7041,01/02/2023,chennai
308,MIKE,20,mike@gmail.com,,9650,2023-03-01,CHENNAI
309,sarah,37,,9876543210,7102,,Mumbai
310,TOM,41,tom@gmail.com,555.555.5555,1431,2023-04-01,
311,John,50,john@gmail.com,9876543210,4361,2023-01-01,Chennai
312,jane,41,JANE@gmail.com,123-456-7890,7748,01/02/2023,chennai
313,MIKE,69,mike@gmail.com,,9650,2023-03-01,CHENNAI
314,sarah,28,,9876543210,5215,,Mumbai
315,TOM,66,tom@gmail.com,555.555.5555,4737,2023-04-01,
316,John,25,john@gmail.com,9876543210,4954,2023-01-01,Chennai
317,jane,53,JANE@gmail.com,123-456-7890,3277,01/02/2023,chennai
318,MIKE,55,mike@gmail.com,,7830,2023-03-01,CHENNAI
319,sarah,57,,9876543210,2280,,Mumbai
320,TOM,37,tom@gmail.com,555.555.5555,4992,2023-04-01,
321,John,52,john@gmail.com,9876543210,7143,2023-01-01,Chennai
322,jane,65,JANE@gmail.com,123-456-7890,237,01/02/2023,chennai
323,MIKE,42,mike@gmail.com,,6427,2023-03-01,CHENNAI
324,sarah,52,,9876543210,3572,,Mumbai
325,TOM,42,tom@gmail.com,555.555.5555,5549,2023-04-01,
326,John,46,john@gmail.com,9876543210,2932,2023-01-01,Chennai
327,jane,35,JANE@gmail.com,123-456-7890,3679,01/02/2023,chennai
328,MIKE,63,mike@gmail.com,,6071,2023-03-01,CHENNAI
329,sarah,35,,9876543210,4264,,Mumbai
330,TOM,19,tom@gmail.com,555.555.5555,8041,2023-04-01,
331,John,52,john@gmail.com,9876543210,5669,2023-01-01,Chennai
332,jane,33,JANE@gmail.com,123-456-7890,4400,01/02/2023,chennai
333,MIKE,58,mike@gmail.com,,6369,2023-03-01,CHENNAI
334,sarah,53,,9876543210,3918,,Mumbai
335,TOM,50,tom@gmail.com,555.555.5555,2006,2023-04-01,
336,John,21,john@gmail.com,9876543210,6354,2023-01-01,Chennai
337,jane,50,JANE@gmail.com,123-456-7890,860,01/02/2023,chennai
338,MIKE,31,mike@gmail.com,,7930,2023-03-01,CHENNAI
339,sarah,38,,9876543210,7450,,Mumbai
340,TOM,65,tom@gmail.com,555.555.5555,6338,2023-04-01,
341,John,37,john@gmail.com,9876543210,6190,2023-01-01,Chennai
342,jane,25,JANE@gmail.com,123-456-7890,6131,01/02/2023,chennai
343,MIKE,24,mike@gmail.com,,7787,2023-03-01,CHENNAI
344,sarah,20,,9876543210,9191,,Mumbai
345,TOM,34,tom@gmail.com,555.555.5555,8572,2023-04-01,
346,John,50,john@gmail.com,9876543210,1987,2023-01-01,Chennai
347,jane,65,JANE@gmail.com,123-456-7890,3366,01/02/2023,chennai
348,MIKE,29,mike@gmail.com,,766,2023-03-01,CHENNAI
349,sarah,68,,9876543210,4288,,Mumbai
350,TOM,39,tom@gmail.com,555.555.5555,771,2023-04-01,
351,John,39,john@gmail.com,9876543210,6877,2023-01-01,Chennai
352,jane,63,JANE@gmail.com,123-456-7890,7670,01/02/2023,chennai
353,MIKE,47,mike@gmail.com,,8056,2023-03-01,CHENNAI
354,sarah,55,,9876543210,5224,,Mumbai
355,TOM,55,tom@gmail.com,555.555.5555,5685,2023-04-01,
356,John,62,john@gmail.com,9876543210,4877,2023-01-01,Chennai
357,jane,68,JANE@gmail.com,123-456-7890,4000,01/02/2023,chennai
358,MIKE,25,mike@gmail.com,,6777,2023-03-01,CHENNAI
359,sarah,44,,9876543210,7081,,Mumbai
360,TOM,44,tom@gmail.com,555.555.5555,6476,2023-04-01,
361,John,51,john@gmail.com,9876543210,623,2023-01-01,Chennai
362,jane,38,JANE@gmail.com,123-456-7890,2493,01/02/2023,chennai
363,MIKE,47,mike@gmail.com,,2693,2023-03-01,CHENNAI
364,sarah,50,,9876543210,7340,,Mumbai
365,TOM,45,tom@gmail.com,555.555.5555,7037,2023-04-01,
366,John,64,john@gmail.com,9876543210,6290,2023-01-01,Chennai
367,jane,50,JANE@gmail.com,123-456-7890,5340,01/02/2023,chennai
368,MIKE,22,mike@gmail.com,,6593,2023-03-01,CHENNAI
369,sarah,65,,9876543210,2978,,Mumbai
370,TOM,36,tom@gmail.com,555.555.5555,4243,2023-04-01,
371,John,21,john@gmail.com,9876543210,3744,2023-01-01,Chennai
372,jane,52,JANE@gmail.com,123-456-7890,4532,01/02/2023,chennai
373,MIKE,66,mike@gmail.com,,1376,2023-03-01,CHENNAI
374,sarah,34,,9876543210,5911,,Mumbai
375,TOM,61,tom@gmail.com,555.555.5555,402,2023-04-01,
376,John,45,john@gmail.com,9876543210,738,2023-01-01,Chennai
377,jane,47,JANE@gmail.com,123-456-7890,155,01/02/2023,chennai
378,MIKE,46,mike@gmail.com,,8817,2023-03-01,CHENNAI
379,sarah,63,,9876543210,8250,,Mumbai
380,TOM,23,tom@gmail.com,555.555.5555,2225,2023-04-01,
381,John,52,john@gmail.com,9876543210,464,2023-01-01,Chennai
382,jane,58,JANE@gmail.com,123-456-7890,6909,01/02/2023,chennai
383,MIKE,54,mike@gmail.com,,4721,2023-03-01,CHENNAI
384,sarah,41,,9876543210,5226,,Mumbai
385,TOM,46,tom@gmail.com,555.555.5555,5222,2023-04-01,
386,John,66,john@gmail.com,9876543210,1746,2023-01-01,Chennai
387,jane,63,JANE@gmail.com,123-456-7890,1018,01/02/2023,chennai
388,MIKE,48,mike@gmail.com,,2897,2023-03-01,CHENNAI
389,sarah,52,,9876543210,6606,,Mumbai
390,TOM,50,tom@gmail.com,555.555.5555,5970,2023-04-01,
391,John,69,john@gmail.com,9876543210,1631,2023-01-01,Chennai
392,jane,38,JANE@gmail.com,123-456-7890,8272,01/02/2023,chennai
393,MIKE,49,mike@gmail.com,,3445,2023-03-01,CHENNAI
394,sarah,40,,9876543210,7773,,Mumbai
395,TOM,50,tom@gmail.com,555.555.5555,7049,2023-04-01,
396,John,20,john@gmail.com,9876543210,6982,2023-01-01,Chennai
397,jane,35,JANE@gmail.com,123-456-7890,2006,01/02/2023,chennai
398,MIKE,42,mike@gmail.com,,3186,2023-03-01,CHENNAI
399,sarah,59,,9876543210,8252,,Mumbai
400,TOM,48,tom@gmail.com,555.555.5555,5850,2023-04-01,
401,John,20,john@gmail.com,9876543210,9005,2023-01-01,Chennai
402,jane,57,JANE@gmail.com,123-456-7890,1162,01/02/2023,chennai
403,MIKE,63,mike@gmail.com,,2076,2023-03-01,CHENNAI
404,sarah,41,,9876543210,1396,,Mumbai
405,TOM,67,tom@gmail.com,555.555.5555,6329,2023-04-01,
406,John,49,john@gmail.com,9876543210,7741,2023-01-01,Chennai
407,jane,64,JANE@gmail.com,123-456-7890,225,01/02/2023,chennai
408,MIKE,39,mike@gmail.com,,4732,2023-03-01,CHENNAI
409,sarah,40,,9876543210,6388,,Mumbai
410,TOM,19,tom@gmail.com,555.555.5555,3696,2023-04-01,
411,John,44,john@gmail.com,9876543210,6268,2023-01-01,Chennai
412,jane,59,JANE@gmail.com,123-456-7890,9895,01/02/2023,chennai
413,MIKE,19,mike@gmail.com,,7661,2023-03-01,CHENNAI
414,sarah,43,,9876543210,8358,,Mumbai
415,TOM,34,tom@gmail.com,555.555.5555,332,2023-04-01,
416,John,57,john@gmail.com,9876543210,9461,2023-01-01,Chennai
417,jane,50,JANE@gmail.com,123-456-7890,6471,01/02/2023,chennai
