CustomerID,Name,Age,Email,Phone,Purchase_Amount,Date,City
42,Jane,54,jane@gmail.com,123-456-7890,4100,,Chennai
43,Mike,68,mike@gmail.com,,5152,2023-03-01,Chennai
44,Sarah,24,,9876543210,2838,,Mumbai
45,Tom,38,tom@gmail.com,555.555.5555,5832,2023-04-01,
46,John,26,john@gmail.com,9876543210,5487,2023-01-01,Chennai
47,Jane,56,jane@gmail.com,123-456-7890,8102,,Chennai
48,Mike,35,mike@gmail.com,,5636,2023-03-01,Chennai
49,Sarah,21,,9876543210,4013,,Mumbai
50,Tom,42,tom@gmail.com,555.555.5555,1166,2023-04-01,
51,John,31,john@gmail.com,9876543210,7823,2023-01-01,Chennai
52,Jane,67,jane@gmail.com,123-456-7890,4480,,Chennai
53,Mike,26,mike@gmail.com,,4207,2023-03-01,Chennai
54,Sarah,43,,9876543210,5826,,Mumbai
55,Tom,19,tom@gmail.com,555.555.5555,3473,2023-04-01,
56,John,37,john@gmail.com,9876543210,9045,2023-01-01,Chennai
57,Jane,45,jane@gmail.com,123-456-7890,2182,,Chennai
58,Mike,64,mike@gmail.com,,9067,2023-03-01,Chennai
59,Sarah,24,,9876543210,6848,,Mumbai
60,Tom,61,tom@gmail.com,555.555.5555,9917,2023-04-01,
61,John,25,john@gmail.com,9876543210,517,2023-01-01,Chennai
62,Jane,64,jane@gmail.com,123-456-7890,8406,,Chennai
63,Mike,52,mike@gmail.com,,8908,2023-03-01,Chennai
64,Sarah,31,,9876543210,4074,,Mumbai
65,Tom,34,tom@gmail.com,555.555.5555,3367,2023-04-01,
66,John,53,john@gmail.com,9876543210,925,2023-01-01,Chennai
67,Jane,67,jane@gmail.com,123-456-7890,7768,,Chennai
68,Mike,57,mike@gmail.com,,5845,2023-03-01,Chennai
69,Sarah,21,,9876543210,9808,,Mumbai
70,Tom,19,tom@gmail.com,555.555.5555,512,2023-04-01,
71,John,23,john@gmail.com,9876543210,7643,2023-01-01,Chennai
72,Jane,59,jane@gmail.com,123-456-7890,7687,,Chennai
73,Mike,21,mike@gmail.com,,828,2023-03-01,Chennai
74,Sarah,46,,9876543210,7264,,Mumbai
75,Tom,35,tom@gmail.com,555.555.5555,8967,2023-04-01,
76,John,43,john@gmail.com,9876543210,6088,2023-01-01,Chennai
77,Jane,61,jane@gmail.com,123-456-7890,2604,,Chennai
78,Mike,51,mike@gmail.com,,3067,2023-03-01,Chennai
79,Sarah,27,,9876543210,2886,,Mumbai
80,Tom,53,tom@gmail.com,555.555.5555,1222,2023-04-01,
81,John,31,john@gmail.com,9876543210,4179,2023-01-01,Chennai
82,Jane,48,jane@gmail.com,123-456-7890,1671,,Chennai
83,Mike,65,mike@gmail.com,,5173,2023-03-01,Chennai
84,Sarah,32,,9876543210,5204,,Mumbai
85,Tom,25,tom@gmail.com,555.555.5555,2243,2023-04-01,
86,John,31,john@gmail.com,9876543210,9979,2023-01-01,Chennai
87,Jane,40,jane@gmail.com,123-456-7890,6906,,Chennai
88,Mike,57,mike@gmail.com,,7457,2023-03-01,Chennai
89,Sarah,38,,9876543210,3540,,Mumbai
90,Tom,33,tom@gmail.com,555.555.5555,3866,2023-04-01,
91,John,62,john@gmail.com,9876543210,5744,2023-01-01,Chennai
92,Jane,35,jane@gmail.com,123-456-7890,3014,,Chennai
93,Mike,64,mike@gmail.com,,5068,2023-03-01,Chennai
94,Sarah,41,,9876543210,6017,,Mumbai
95,Tom,43,tom@gmail.com,555.555.5555,8887,2023-04-01,
96,John,42,john@gmail.com,9876543210,828,2023-01-01,Chennai
97,Jane,62,jane@gmail.com,123-456-7890,1465,,Chennai
98,Mike,58,mike@gmail.com,,4592,2023-03-01,Chennai
99,Sarah,46,,9876543210,798,,Mumbai
100,Tom,32,tom@gmail.com,555.555.5555,7286,2023-04-01,
101,John,62,john@gmail.com,9876543210,495,2023-01-01,Chennai
102,Jane,18,jane@gmail.com,123-456-7890,7500,,Chennai
103,Mike,42,mike@gmail.com,,8182,2023-03-01,Chennai
104,Sarah,24,,9876543210,4271,,Mumbai
105,Tom,26,tom@gmail.com,555.555.5555,4460,2023-04-01,
106,John,41,john@gmail.com,9876543210,2602,2023-01-01,Chennai
107,Jane,18,jane@gmail.com,123-456-7890,817,,Chennai
108,Mike,61,mike@gmail.com,,2882,2023-03-01,Chennai
109,Sarah,25,,9876543210,5046,,Mumbai
110,Tom,41,tom@gmail.com,555.555.5555,5586,2023-04-01,
111,John,28,john@gmail.com,9876543210,8435,2023-01-01,Chennai
112,Jane,68,jane@gmail.com,123-456-7890,5080,,Chennai
113,Mike,34,mike@gmail.com,,7366,2023-03-01,Chennai
114,Sarah,25,,9876543210,4591,,Mumbai
115,Tom,52,tom@gmail.com,555.555.5555,7292,2023-04-01,
116,John,52,john@gmail.com,9876543210,5688,2023-01-01,Chennai
117,Jane,50,jane@gmail.com,123-456-7890,7751,,Chennai
118,Mike,22,mike@gmail.com,,3736,2023-03-01,Chennai
119,Sarah,59,,9876543210,1267,,Mumbai
120,Tom,56,tom@gmail.com,555.555.5555,1162,2023-04-01,
121,John,58,john@gmail.com,9876543210,2256,2023-01-01,Chennai
122,Jane,45,jane@gmail.com,123-456-7890,7960,,Chennai
123,Mike,24,mike@gmail.com,,5261,2023-03-01,Chennai
124,Sarah,26,,9876543210,5405,,Mumbai
125,Tom,25,tom@gmail.com,555.555.5555,6641,2023-04-01,
126,John,29,john@gmail.com,9876543210,4829,2023-01-01,Chennai
127,Jane,51,jane@gmail.com,123-456-7890,9448,,Chennai
128,Mike,50,mike@gmail.com,,7430,2023-03-01,Chennai
129,Sarah,65,,9876543210,5434,,Mumbai
130,Tom,40,tom@gmail.com,555.555.5555,9024,2023-04-01,
131,John,41,john@gmail.com,9876543210,4430,2023-01-01,Chennai
132,Jane,54,jane@gmail.com,123-456-7890,8110,,Chennai
133,Mike,52,mike@gmail.com,,6901,2023-03-01,Chennai
134,Sarah,61,,9876543210,4946,,Mumbai
135,Tom,57,tom@gmail.com,555.555.5555,6831,2023-04-01,
136,John,39,john@gmail.com,9876543210,7341,2023-01-01,Chennai
137,Jane,44,jane@gmail.com,123-456-7890,1053,,Chennai
138,Mike,52,mike@gmail.com,,2639,2023-03-01,Chennai
139,Sarah,18,,9876543210,7156,,Mumbai
140,Tom,52,tom@gmail.com,555.555.5555,1642,2023-04-01,
141,John,54,john@gmail.com,9876543210,5393,2023-01-01,Chennai
142,Jane,64,jane@gmail.com,123-456-7890,1291,,Chennai
143,Mike,31,mike@gmail.com,,6413,2023-03-01,Chennai
144,Sarah,20,,9876543210,7038,,Mumbai
145,Tom,18,tom@gmail.com,555.555.5555,2781,2023-04-01,
146,John,22,john@gmail.com,9876543210,9509,2023-01-01,Chennai
147,Jane,43,jane@gmail.com,123-456-7890,1640,,Chennai
148,Mike,31,mike@gmail.com,,6272,2023-03-01,Chennai
149,Sarah,56,,9876543210,5641,,Mumbai
150,Tom,44,tom@gmail.com,555.555.5555,9680,2023-04-01,
151,John,26,john@gmail.com,9876543210,1465,2023-01-01,Chennai
152,Jane,32,jane@gmail.com,123-456-7890,8791,,Chennai
153,Mike,32,mike@gmail.com,,9972,2023-03-01,Chennai
154,Sarah,43,,9876543210,8802,,Mumbai
155,Tom,59,tom@gmail.com,555.555.5555,7594,2023-04-01,
156,John,30,john@gmail.com,9876543210,4412,2023-01-01,Chennai
157,Jane,68,jane@gmail.com,123-456-7890,1424,,Chennai
158,Mike,49,mike@gmail.com,,9447,2023-03-01,Chennai
159,Sarah,56,,9876543210,3241,,Mumbai
160,Tom,66,tom@gmail.com,555.555.5555,7519,2023-04-01,
161,John,69,john@gmail.com,9876543210,3586,2023-01-01,Chennai
162,Jane,49,jane@gmail.com,123-456-7890,1910,,Chennai
163,Mike,21,mike@gmail.com,,6688,2023-03-01,Chennai
164,Sarah,47,,9876543210,3023,,Mumbai
165,Tom,54,tom@gmail.com,555.555.5555,5401,2023-04-01,
166,John,40,john@gmail.com,9876543210,4286,2023-01-01,Chennai
167,Jane,56,jane@gmail.com,123-456-7890,9005,,Chennai
168,Mike,62,mike@gmail.com,,6077,2023-03-01,Chennai
169,Sarah,32,,9876543210,4368,,Mumbai
170,Tom,60,tom@gmail.com,555.555.5555,4848,2023-04-01,
171,John,46,john@gmail.com,9876543210,4949,2023-01-01,Chennai
172,Jane,53,jane@gmail.com,123-456-7890,9535,,Chennai
173,Mike,30,mike@gmail.com,,3809,2023-03-01,Chennai
174,Sarah,49,,9876543210,9373,,Mumbai
175,Tom,24,tom@gmail.com,555.555.5555,6719,2023-04-01,
176,John,68,john@gmail.com,9876543210,8747,2023-01-01,Chennai
177,Jane,39,jane@gmail.com,123-456-7890,9186,,Chennai
178,Mike,45,mike@gmail.com,,9676,2023-03-01,Chennai
179,Sarah,19,,9876543210,3172,,Mumbai
180,Tom,59,tom@gmail.com,555.555.5555,6630,2023-04-01,
181,John,62,john@gmail.com,9876543210,604,2023-01-01,Chennai
182,Jane,23,jane@gmail.com,123-456-7890,1314,,Chennai
183,Mike,45,mike@gmail.com,,1631,2023-03-01,Chennai
184,Sarah,45,,9876543210,7676,,Mumbai
185,Tom,61,tom@gmail.com,555.555.5555,923,2023-04-01,
186,John,61,john@gmail.com,9876543210,1028,2023-01-01,Chennai
187,Jane,37,jane@gmail.com,123-456-7890,5129,,Chennai
188,Mike,47,mike@gmail.com,,233,2023-03-01,Chennai
189,Sarah,28,,9876543210,2205,,Mumbai
190,Tom,45,tom@gmail.com,555.555.5555,3727,2023-04-01,
191,John,42,john@gmail.com,9876543210,6416,2023-01-01,Chennai
192,Jane,56,jane@gmail.com,123-456-7890,1952,,Chennai
193,Mike,50,mike@gmail.com,,5010,2023-03-01,Chennai
194,Sarah,18,,9876543210,4275,,Mumbai
195,Tom,44,tom@gmail.com,555.555.5555,5448,2023-04-01,
196,John,69,john@gmail.com,9876543210,9542,2023-01-01,Chennai
197,Jane,30,jane@gmail.com,123-456-7890,6290,,Chennai
198,Mike,58,mike@gmail.com,,1356,2023-03-01,Chennai
199,Sarah,20,,9876543210,3476,,Mumbai
200,Tom,56,tom@gmail.com,555.555.5555,5745,2023-04-01,
201,John,23,john@gmail.com,9876543210,3586,2023-01-01,Chennai
202,Jane,25,jane@gmail.com,123-456-7890,3684,,Chennai
203,Mike,44,mike@gmail.com,,9688,2023-03-01,Chennai
204,Sarah,26,,9876543210,8153,,Mumbai
205,Tom,54,tom@gmail.com,555.555.5555,3430,2023-04-01,
206,John,50,john@gmail.com,9876543210,2803,2023-01-01,Chennai
207,Jane,68,jane@gmail.com,123-456-7890,8762,,Chennai
208,Mike,59,mike@gmail.com,,8220,2023-03-01,Chennai
209,Sarah,61,,9876543210,7214,,Mumbai
210,Tom,41,tom@gmail.com,555.555.5555,1453,2023-04-01,
211,John,32,john@gmail.com,9876543210,5163,2023-01-01,Chennai
212,Jane,49,jane@gmail.com,123-456-7890,8649,,Chennai
213,Mike,49,mike@gmail.com,,7675,2023-03-01,Chennai
214,Sarah,41,,9876543210,767,,Mumbai
215,Tom,58,tom@gmail.com,555.555.5555,4568,2023-04-01,
216,John,69,john@gmail.com,9876543210,9437,2023-01-01,Chennai
217,Jane,66,jane@gmail.com,123-456-7890,6919,,Chennai
218,Mike,66,mike@gmail.com,,3819,2023-03-01,Chennai
219,Sarah,69,,9876543210,2845,,Mumbai
220,Tom,29,tom@gmail.com,555.555.5555,7583,2023-04-01,
221,John,56,john@gmail.com,9876543210,639,2023-01-01,Chennai
222,Jane,19,jane@gmail.com,123-456-7890,5064,,Chennai
223,Mike,20,mike@gmail.com,,4935,2023-03-01,Chennai
224,Sarah,66,,9876543210,3875,,Mumbai
225,Tom,54,tom@gmail.com,555.555.5555,6142,2023-04-01,
226,John,66,john@gmail.com,9876543210,7202,2023-01-01,Chennai
227,Jane,34,jane@gmail.com,123-456-7890,7412,,Chennai
228,Mike,66,mike@gmail.com,,5420,2023-03-01,Chennai
229,Sarah,19,,9876543210,6232,,Mumbai
230,Tom,19,tom@gmail.com,555.555.5555,7991,2023-04-01,
231,John,45,john@gmail.com,9876543210,2879,2023-01-01,Chennai
232,Jane,40,jane@gmail.com,123-456-7890,1024,,Chennai
233,Mike,54,mike@gmail.com,,1681,2023-03-01,Chennai
234,Sarah,49,,9876543210,7814,,Mumbai
235,Tom,50,tom@gmail.com,555.555.5555,3424,2023-04-01,
236,John,18,john@gmail.com,9876543210,5813,2023-01-01,Chennai
237,Jane,36,jane@gmail.com,123-456-7890,7126,,Chennai
238,Mike,19,mike@gmail.com,,355,2023-03-01,Chennai
239,Sarah,61,,9876543210,4904,,Mumbai
240,Tom,43,tom@gmail.com,555.555.5555,1938,2023-04-01,
241,John,49,john@gmail.com,9876543210,109,2023-01-01,Chennai
242,Jane,23,jane@gmail.com,123-456-7890,2971,,Chennai
243,Mike,49,mike@gmail.com,,9089,2023-03-01,Chennai
244,Sarah,21,,9876543210,7509,,Mumbai
245,Tom,28,tom@gmail.com,555.555.5555,7518,2023-04-01,
246,John,34,john@gmail.com,9876543210,5224,2023-01-01,Chennai
247,Jane,55,jane@gmail.com,123-456-7890,1115,,Chennai
248,Mike,41,mike@gmail.com,,2293,2023-03-01,Chennai
249,Sarah,22,,9876543210,8515,,Mumbai
250,Tom,69,tom@gmail.com,555.555.5555,7549,2023-04-01,
251,John,51,john@gmail.com,9876543210,4258,2023-01-01,Chennai
252,Jane,23,jane@gmail.com,123-456-7890,4025,,Chennai
253,Mike,39,mike@gmail.com,,7070,2023-03-01,Chennai
254,Sarah,28,,9876543210,7038,,Mumbai
255,Tom,65,tom@gmail.com,555.555.5555,4884,2023-04-01,
256,John,33,john@gmail.com,9876543210,4100,2023-01-01,Chennai
257,Jane,50,jane@gmail.com,123-456-7890,1733,,Chennai
258,Mike,26,mike@gmail.com,,7366,2023-03-01,Chennai
259,Sarah,23,,9876543210,8802,,Mumbai
260,Tom,33,tom@gmail.com,555.555.5555,484,2023-04-01,
261,John,46,john@gmail.com,9876543210,504,2023-01-01,Chennai
262,Jane,20,jane@gmail.com,123-456-7890,8275,,Chennai
263,Mike,37,mike@gmail.com,,2100,2023-03-01,Chennai
264,Sarah,53,,9876543210,9960,,Mumbai
265,Tom,36,tom@gmail.com,555.555.5555,6089,2023-04-01,
266,John,43,john@gmail.com,9876543210,1560,2023-01-01,Chennai
267,Jane,20,jane@gmail.com,123-456-7890,7290,,Chennai
268,Mike,36,mike@gmail.com,,7240,2023-03-01,Chennai
269,Sarah,37,,9876543210,3736,,Mumbai
270,Tom,49,tom@gmail.com,555.555.5555,4909,2023-04-01,
271,John,24,john@gmail.com,9876543210,4278,2023-01-01,Chennai
272,Jane,69,jane@gmail.com,123-456-7890,7345,,Chennai
273,Mike,58,mike@gmail.com,,6700,2023-03-01,Chennai
274,Sarah,50,,9876543210,6097,,Mumbai
275,Tom,57,tom@gmail.com,555.555.5555,2148,2023-04-01,
276,John,56,john@gmail.com,9876543210,4880,2023-01-01,Chennai
277,Jane,35,jane@gmail.com,123-456-7890,816,,Chennai
278,Mike,57,mike@gmail.com,,8039,2023-03-01,Chennai
279,Sarah,18,,9876543210,5665,,Mumbai
280,Tom,28,tom@gmail.com,555.555.5555,4644,2023-04-01,
281,John,45,john@gmail.com,9876543210,5076,2023-01-01,Chennai
282,Jane,42,jane@gmail.com,123-456-7890,3519,,Chennai
283,Mike,67,mike@gmail.com,,7339,2023-03-01,Chennai
284,Sarah,40,,9876543210,9866,,Mumbai
285,Tom,48,tom@gmail.com,555.555.5555,349,2023-04-01,
286,John,47,john@gmail.com,9876543210,8965,2023-01-01,Chennai
287,Jane,59,jane@gmail.com,123-456-7890,870,,Chennai
288,Mike,52,mike@gmail.com,,4463,2023-03-01,Chennai
289,Sarah,24,,9876543210,1177,,Mumbai
290,Tom,33,tom@gmail.com,555.555.5555,8527,2023-04-01,
291,John,43,john@gmail.com,9876543210,8680,2023-01-01,Chennai
292,Jane,65,jane@gmail.com,123-456-7890,8001,,Chennai
293,Mike,69,mike@gmail.com,,4958,2023-03-01,Chennai
294,Sarah,66,,9876543210,6644,,Mumbai
295,Tom,19,tom@gmail.com,555.555.5555,4819,2023-04-01,
296,John,18,john@gmail.com,9876543210,2914,2023-01-01,Chennai
297,Jane,65,jane@gmail.com,123-456-7890,3474,,Chennai
298,Mike,29,mike@gmail.com,,1352,2023-03-01,Chennai
299,Sarah,22,,9876543210,7096,,Mumbai
300,Tom,54,tom@gmail.com,555.555.5555,4773,2023-04-01,
301,John,49,john@gmail.com,9876543210,4630,2023-01-01,Chennai
302,Jane,26,jane@gmail.com,123-456-7890,6981,,Chennai
303,Mike,58,mike@gmail.com,,7049,2023-03-01,Chennai
304,Sarah,52,,9876543210,9621,,Mumbai
305,Tom,36,tom@gmail.com,555.555.5555,6341,2023-04-01,
306,John,65,john@gmail.com,9876543210,8117,2023-01-01,Chennai
307,Jane,33,jane@gmail.com,123-456-7890,7041,,Chennai
308,Mike,20,mike@gmail.com,,9650,2023-03-01,Chennai
309,Sarah,37,,9876543210,7102,,Mumbai
310,Tom,41,tom@gmail.com,555.555.5555,1431,2023-04-01,
311,John,50,john@gmail.com,9876543210,4361,2023-01-01,Chennai
312,Jane,41,jane@gmail.com,123-456-7890,7748,,Chennai
313,Mike,69,mike@gmail.com,,9650,2023-03-01,Chennai
314,Sarah,28,,9876543210,5215,,Mumbai
315,Tom,66,tom@gmail.com,555.555.5555,4737,2023-04-01,
316,John,25,john@gmail.com,9876543210,4954,2023-01-01,Chennai
317,Jane,53,jane@gmail.com,123-456-7890,3277,,Chennai
318,Mike,55,mike@gmail.com,,7830,2023-03-01,Chennai
319,Sarah,57,,9876543210,2280,,Mumbai
320,Tom,37,tom@gmail.com,555.555.5555,4992,2023-04-01,
321,John,52,john@gmail.com,9876543210,7143,2023-01-01,Chennai
322,Jane,65,jane@gmail.com,123-456-7890,237,,Chennai
323,Mike,42,mike@gmail.com,,6427,2023-03-01,Chennai
324,Sarah,52,,9876543210,3572,,Mumbai
325,Tom,42,tom@gmail.com,555.555.5555,5549,2023-04-01,
326,John,46,john@gmail.com,9876543210,2932,2023-01-01,Chennai
327,Jane,35,jane@gmail.com,123-456-7890,3679,,Chennai
328,Mike,63,mike@gmail.com,,6071,2023-03-01,Chennai
329,Sarah,35,,9876543210,4264,,Mumbai
330,Tom,19,tom@gmail.com,555.555.5555,8041,2023-04-01,
331,John,52,john@gmail.com,9876543210,5669,2023-01-01,Chennai
332,Jane,33,jane@gmail.com,123-456-7890,4400,,Chennai
333,Mike,58,mike@gmail.com,,6369,2023-03-01,Chennai
334,Sarah,53,,9876543210,3918,,Mumbai
335,Tom,50,tom@gmail.com,555.555.5555,2006,2023-04-01,
336,John,21,john@gmail.com,9876543210,6354,2023-01-01,Chennai
337,Jane,50,jane@gmail.com,123-456-7890,860,,Chennai
338,Mike,31,mike@gmail.com,,7930,2023-03-01,Chennai
339,Sarah,38,,9876543210,7450,,Mumbai
340,Tom,65,tom@gmail.com,555.555.5555,6338,2023-04-01,
341,John,37,john@gmail.com,9876543210,6190,2023-01-01,Chennai
342,Jane,25,jane@gmail.com,123-456-7890,6131,,Chennai
343,Mike,24,mike@gmail.com,,7787,2023-03-01,Chennai
344,Sarah,20,,9876543210,9191,,Mumbai
345,Tom,34,tom@gmail.com,555.555.5555,8572,2023-04-01,
346,John,50,john@gmail.com,9876543210,1987,2023-01-01,Chennai
347,Jane,65,jane@gmail.com,123-456-7890,3366,,Chennai
348,Mike,29,mike@gmail.com,,766,2023-03-01,Chennai
349,Sarah,68,,9876543210,4288,,Mumbai
350,Tom,39,tom@gmail.com,555.555.5555,771,2023-04-01,
351,John,39,john@gmail.com,9876543210,6877,2023-01-01,Chennai
352,Jane,63,jane@gmail.com,123-456-7890,7670,,Chennai
353,Mike,47,mike@gmail.com,,8056,2023-03-01,Chennai
354,Sarah,55,,9876543210,5224,,Mumbai
355,Tom,55,tom@gmail.com,555.555.5555,5685,2023-04-01,
356,John,62,john@gmail.com,9876543210,4877,2023-01-01,Chennai
357,Jane,68,jane@gmail.com,123-456-7890,4000,,Chennai
358,Mike,25,mike@gmail.com,,6777,2023-03-01,Chennai
359,Sarah,44,,9876543210,7081,,Mumbai
360,Tom,44,tom@gmail.com,555.555.5555,6476,2023-04-01,
361,John,51,john@gmail.com,9876543210,623,2023-01-01,Chennai
362,Jane,38,jane@gmail.com,123-456-7890,2493,,Chennai
363,Mike,47,mike@gmail.com,,2693,2023-03-01,Chennai
364,Sarah,50,,9876543210,7340,,Mumbai
365,Tom,45,tom@gmail.com,555.555.5555,7037,2023-04-01,
366,John,64,john@gmail.com,9876543210,6290,2023-01-01,Chennai
367,Jane,50,jane@gmail.com,123-456-7890,5340,,Chennai
368,Mike,22,mike@gmail.com,,6593,2023-03-01,Chennai
369,Sarah,65,,9876543210,2978,,Mumbai
370,Tom,36,tom@gmail.com,555.555.5555,4243,2023-04-01,
371,John,21,john@gmail.com,9876543210,3744,2023-01-01,Chennai
372,Jane,52,jane@gmail.com,123-456-7890,4532,,Chennai
373,Mike,66,mike@gmail.com,,1376,2023-03-01,Chennai
374,Sarah,34,,9876543210,5911,,Mumbai
375,Tom,61,tom@gmail.com,555.555.5555,402,2023-04-01,
376,John,45,john@gmail.com,9876543210,738,2023-01-01,Chennai
377,Jane,47,jane@gmail.com,123-456-7890,155,,Chennai
378,Mike,46,mike@gmail.com,,8817,2023-03-01,Chennai
379,Sarah,63,,9876543210,8250,,Mumbai
380,Tom,23,tom@gmail.com,555.555.5555,2225,2023-04-01,
381,John,52,john@gmail.com,9876543210,464,2023-01-01,Chennai
382,Jane,58,jane@gmail.com,123-456-7890,6909,,Chennai
383,Mike,54,mike@gmail.com,,4721,2023-03-01,Chennai
384,Sarah,41,,9876543210,5226,,Mumbai
385,Tom,46,tom@gmail.com,555.555.5555,5222,2023-04-01,
386,John,66,john@gmail.com,9876543210,1746,2023-01-01,Chennai
387,Jane,63,jane@gmail.com,123-456-7890,1018,,Chennai
388,Mike,48,mike@gmail.com,,2897,2023-03-01,Chennai
389,Sarah,52,,9876543210,6606,,Mumbai
390,Tom,50,tom@gmail.com,555.555.5555,5970,2023-04-01,
391,John,69,john@gmail.com,9876543210,1631,2023-01-01,Chennai
392,Jane,38,jane@gmail.com,123-456-7890,8272,,Chennai
393,Mike,49,mike@gmail.com,,3445,2023-03-01,Chennai
394,Sarah,40,,9876543210,7773,,Mumbai
395,Tom,50,tom@gmail.com,555.555.5555,7049,2023-04-01,
396,John,20,john@gmail.com,9876543210,6982,2023-01-01,Chennai
397,Jane,35,jane@gmail.com,123-456-7890,2006,,Chennai
398,Mike,42,mike@gmail.com,,3186,2023-03-01,Chennai
399,Sarah,59,,9876543210,8252,,Mumbai
400,Tom,48,tom@gmail.com,555.555.5555,5850,2023-04-01,
401,John,20,john@gmail.com,9876543210,9005,2023-01-01,Chennai
402,Jane,57,jane@gmail.com,123-456-7890,1162,,Chennai
403,Mike,63,mike@gmail.com,,2076,2023-03-01,Chennai
404,Sarah,41,,9876543210,1396,,Mumbai
405,Tom,67,tom@gmail.com,555.555.5555,6329,2023-04-01,
406,John,49,john@gmail.com,9876543210,7741,2023-01-01,Chennai
407,Jane,64,jane@gmail.com,123-456-7890,225,,Chennai
408,Mike,39,mike@gmail.com,,4732,2023-03-01,Chennai
409,Sarah,40,,9876543210,6388,,Mumbai
410,Tom,19,tom@gmail.com,555.555.5555,3696,2023-04-01,
411,John,44,john@gmail.com,9876543210,6268,2023-01-01,Chennai
412,Jane,59,jane@gmail.com,123-456-7890,9895,,Chennai
413,Mike,19,mike@gmail.com,,7661,2023-03-01,Chennai
414,Sarah,43,,9876543210,8358,,Mumbai
415,Tom,34,tom@gmail.com,555.555.5555,332,2023-04-01,
416,John,57,john@gmail.com,9876543210,9461,2023-01-01,Chennai
417,Jane,50,jane@gmail.com,123-456-7890,6471,,Chennai
418,Mike,26,mike@gmail.com,,4306,2023-03-01,Chennai
419,Sarah,60,,9876543210,9785,,Mumbai
420,Tom,65,tom@gmail.com,555.555.5555,8043,2023-04-01,
421,John,56,john@gmail.com,9876543210,6991,2023-01-01,Chennai
422,Jane,46,jane@gmail.com,123-456-7890,6838,,Chennai
423,Mike,59,mike@gmail.com,,2572,2023-03-01,Chennai
424,Sarah,43,,9876543210,2839,,Mumbai
425,Tom,52,tom@gmail.com,555.555.5555,5501,2023-04-01,
426,John,67,john@gmail.com,9876543210,1861,2023-01-01,Chennai
427,Jane,42,jane@gmail.com,123-456-7890,976,,Chennai
428,Mike,41,mike@gmail.com,,3912,2023-03-01,Chennai
429,Sarah,30,,9876543210,9604,,Mumbai
430,Tom,24,tom@gmail.com,555.555.5555,1560,2023-04-01,
431,John,53,john@gmail.com,9876543210,1833,2023-01-01,Chennai
432,Jane,62,jane@gmail.com,123-456-7890,1705,,Chennai
433,Mike,37,mike@gmail.com,,5722,2023-03-01,Chennai
434,Sarah,18,,9876543210,6867,,Mumbai
435,Tom,25,tom@gmail.com,555.555.5555,7086,2023-04-01,
436,John,63,john@gmail.com,9876543210,3617,2023-01-01,Chennai
437,Jane,33,jane@gmail.com,123-456-7890,3835,,Chennai
